time,scene,character,x,y,z,yaw,headX,headY,headZ,headYaw,headLocalYaw,headLocalPitch,headLocalRoll,faceDirX,faceDirY,faceDirZ,facingDir,inCombat,isSpeaking,isListener,dialogueActive,activeBody,activeFace,activeFx
3.317,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.317,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.673,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.333,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.333,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.333,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.673,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.350,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.350,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.350,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.674,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.367,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.367,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.367,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.675,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.383,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.383,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.383,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.675,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.400,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.400,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.400,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.676,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.417,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.417,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.417,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.676,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.433,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.433,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.433,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.677,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.450,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.450,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.450,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.677,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.467,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.467,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.467,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.677,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.483,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.483,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.483,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.677,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.500,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.500,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.500,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.517,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.517,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.517,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.533,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.533,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.533,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.550,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.550,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.550,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.567,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.567,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.567,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.583,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.583,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.583,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.600,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.600,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.600,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.617,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.617,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.617,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.633,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.633,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.633,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.650,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.650,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.650,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.678,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.667,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.667,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.667,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.677,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.683,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.683,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.683,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.677,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.700,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,0,0,"SwayBody","",""
3.700,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,0,0,"SwayBody","",""
3.700,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.677,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,0,0,"SwayBody","",""
3.717,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.717,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.717,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,-0.014,1.676,-6.003,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.733,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.733,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.733,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,-0.011,1.676,-6.002,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.750,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.750,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.750,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,-0.008,1.675,-6.002,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.767,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.767,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.767,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,-0.006,1.675,-6.001,-0.187,0.000,0.000,0.000,-0.186,-0.000,0.983,,0,0,1,1,"SwayBody","",""
3.783,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.783,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.783,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,-0.003,1.674,-6.001,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.800,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.800,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.800,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,-0.000,1.674,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.817,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.817,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.817,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.003,1.673,-5.999,-0.187,0.000,0.000,0.000,-0.186,-0.000,0.983,,0,0,1,1,"SwayBody","",""
3.833,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.833,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.833,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.006,1.672,-5.999,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.850,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.850,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.850,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.008,1.672,-5.998,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.867,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.867,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.867,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.011,1.671,-5.998,-0.187,0.000,0.000,0.000,-0.186,-0.000,0.983,,0,0,1,1,"SwayBody","",""
3.883,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.403,1.613,1.390,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.883,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.883,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.014,1.670,-5.997,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.900,"FeudalForestScene","Kagome",-1.400,0.013,1.400,1.880,-1.400,1.613,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"SwayBody","",""
3.900,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.900,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.669,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.917,"FeudalForestScene","Kagome",-1.400,0.005,1.400,1.880,-1.400,1.605,1.400,1.873,-0.008,0.007,0.000,0.955,-0.007,-0.297,,0,1,0,1,"","",""
3.917,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.917,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.668,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.933,"FeudalForestScene","Kagome",-1.400,0.005,1.400,1.880,-1.400,1.605,1.400,1.872,-0.008,0.007,0.000,0.955,-0.007,-0.297,,0,1,0,1,"","",""
3.933,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.933,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.668,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.950,"FeudalForestScene","Kagome",-1.400,0.004,1.400,1.880,-1.400,1.604,1.400,1.872,-0.008,0.007,0.000,0.955,-0.007,-0.297,,0,1,0,1,"","",""
3.950,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.950,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.667,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.967,"FeudalForestScene","Kagome",-1.400,0.003,1.400,1.880,-1.400,1.603,1.400,1.873,-0.008,0.007,0.000,0.955,-0.007,-0.297,,0,1,0,1,"","",""
3.967,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.967,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.666,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
3.983,"FeudalForestScene","Kagome",-1.400,0.003,1.400,1.880,-1.400,1.603,1.400,1.873,-0.008,0.008,0.000,0.955,-0.008,-0.297,,0,1,0,1,"","",""
3.983,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
3.983,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.665,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
4.000,"FeudalForestScene","Kagome",-1.400,0.002,1.400,1.880,-1.400,1.602,1.400,1.873,-0.008,0.008,0.000,0.955,-0.008,-0.297,,0,1,0,1,"","",""
4.000,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
4.000,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.664,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
4.017,"FeudalForestScene","Kagome",-1.400,0.002,1.400,1.880,-1.400,1.602,1.400,1.880,-0.000,0.000,0.000,0.952,0.000,-0.305,,0,1,0,1,"LookAround","",""
4.017,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
4.017,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.663,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
4.033,"FeudalForestScene","Kagome",-1.400,0.002,1.400,1.880,-1.400,1.602,1.400,1.879,-0.001,0.000,0.000,0.953,0.000,-0.304,,0,1,0,1,"LookAround","",""
4.033,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
4.033,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.661,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
4.050,"FeudalForestScene","Kagome",-1.400,0.002,1.400,1.880,-1.400,1.602,1.400,1.876,-0.004,0.000,0.000,0.954,0.000,-0.301,,0,1,0,1,"LookAround","",""
4.050,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
4.050,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.660,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
4.067,"FeudalForestScene","Kagome",-1.400,0.002,1.400,1.880,-1.400,1.602,1.400,1.870,-0.011,0.000,0.000,0.956,0.000,-0.295,,0,1,0,1,"LookAround","",""
4.067,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
4.067,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.659,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
4.083,"FeudalForestScene","Kagome",-1.400,0.002,1.400,1.880,-1.400,1.602,1.400,1.860,-0.021,0.000,0.000,0.958,0.000,-0.285,,0,1,0,1,"LookAround","",""
4.083,"FeudalForestScene","Inuyasha",1.100,0.013,0.600,-1.261,1.100,1.793,0.600,-1.261,0.000,0.000,0.000,-0.952,0.000,0.305,,0,0,1,1,"SwayBody","",""
4.083,"FeudalForestScene","Yokai",0.000,0.013,-6.000,-0.187,0.000,1.658,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
4.100,"FeudalForestScene","Kagome",-1.400,0.002,1.400,1.880,-1.400,1.602,1.400,1.845,-0.036,0.000,0.000,0.963,0.000,-0.271,,0,1,0,1,"LookAround","",""
