time,scene,character,x,y,z,yaw,headX,headY,headZ,headYaw,headLocalYaw,headLocalPitch,headLocalRoll,faceDirX,faceDirY,faceDirZ,facingDir,inCombat,isSpeaking,isListener,dialogueActive,activeBody,activeFace,activeFx
36.633,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.601,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.650,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.650,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.320,0.100,1.801,-1.800,0.320,0.000,0.000,0.000,0.314,-0.000,0.949,,0,1,0,1,"WindScar","",""
36.650,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.602,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.667,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.667,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.316,0.100,1.801,-1.800,0.316,0.000,0.000,0.000,0.311,0.000,0.951,,0,1,0,1,"WindScar","",""
36.667,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.603,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.683,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.683,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.312,0.100,1.801,-1.800,0.312,0.000,0.000,0.000,0.307,0.000,0.952,,0,1,0,1,"WindScar","",""
36.683,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.603,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.700,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.700,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.308,0.100,1.801,-1.800,0.308,0.000,0.000,0.000,0.303,0.000,0.953,,0,1,0,1,"WindScar","",""
36.700,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.604,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.717,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.717,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.304,0.100,1.801,-1.800,0.304,0.000,0.000,0.000,0.299,-0.000,0.954,,0,1,0,1,"WindScar","",""
36.717,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.605,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.733,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.733,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.300,0.100,1.801,-1.800,0.300,0.000,0.000,0.000,0.296,-0.000,0.955,,0,1,0,1,"WindScar","",""
36.733,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.606,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.750,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.750,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.296,0.100,1.801,-1.800,0.296,0.000,0.000,0.000,0.292,0.000,0.956,,0,1,0,1,"WindScar","",""
36.750,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.606,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.767,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.767,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.292,0.100,1.801,-1.800,0.292,0.000,0.000,0.000,0.288,0.000,0.958,,0,1,0,1,"WindScar","",""
36.767,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.607,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.783,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.783,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.288,0.100,1.801,-1.800,0.288,0.000,0.000,0.000,0.284,0.000,0.959,,0,1,0,1,"WindScar","",""
36.783,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.608,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.800,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.800,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.284,0.100,1.801,-1.800,0.284,0.000,0.000,0.000,0.280,0.000,0.960,,0,1,0,1,"WindScar","",""
36.800,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.609,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.817,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.817,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.280,0.100,1.801,-1.800,0.280,0.000,0.000,0.000,0.277,0.000,0.961,,0,1,0,1,"WindScar","",""
36.817,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.610,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.833,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.833,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.276,0.100,1.801,-1.800,0.276,0.000,0.000,0.000,0.273,-0.000,0.962,,0,1,0,1,"WindScar","",""
36.833,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.611,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.850,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.850,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.272,0.100,1.801,-1.800,0.272,0.000,0.000,0.000,0.269,0.000,0.963,,0,1,0,1,"WindScar","",""
36.850,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.612,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.867,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.867,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.268,0.100,1.801,-1.800,0.268,0.000,0.000,0.000,0.265,-0.000,0.964,,0,1,0,1,"WindScar","",""
36.867,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.613,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.883,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.883,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.264,0.100,1.801,-1.800,0.264,0.000,0.000,0.000,0.261,0.000,0.965,,0,1,0,1,"WindScar","",""
36.883,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.614,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.900,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.900,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.261,0.100,1.801,-1.800,0.261,0.000,0.000,0.000,0.258,-0.000,0.966,,0,1,0,1,"WindScar","",""
36.900,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.615,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.917,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.917,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.257,0.100,1.801,-1.800,0.257,0.000,0.000,0.000,0.254,-0.000,0.967,,0,1,0,1,"WindScar","",""
36.917,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.617,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.933,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.933,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.253,0.100,1.801,-1.800,0.253,0.000,0.000,0.000,0.250,0.000,0.968,,0,1,0,1,"WindScar","",""
36.933,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.618,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.950,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.950,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.249,0.100,1.801,-1.800,0.249,0.000,0.000,0.000,0.246,-0.000,0.969,,0,1,0,1,"WindScar","",""
36.950,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.619,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.967,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.967,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.245,0.100,1.801,-1.800,0.245,0.000,0.000,0.000,0.242,-0.000,0.970,,0,1,0,1,"WindScar","",""
36.967,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.620,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
36.983,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
36.983,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.241,0.100,1.801,-1.800,0.241,0.000,0.000,0.000,0.238,0.000,0.971,,0,1,0,1,"WindScar","",""
36.983,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.621,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.000,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.000,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.237,0.100,1.801,-1.800,0.237,0.000,0.000,0.000,0.235,-0.000,0.972,,0,1,0,1,"WindScar","",""
37.000,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.623,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.017,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.017,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.233,0.100,1.801,-1.800,0.233,0.000,0.000,0.000,0.231,0.000,0.973,,0,1,0,1,"WindScar","",""
37.017,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.624,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.033,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.033,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.229,0.100,1.801,-1.800,0.229,0.000,0.000,0.000,0.227,-0.000,0.974,,0,1,0,1,"WindScar","",""
37.033,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.625,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.050,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.050,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.225,0.100,1.801,-1.800,0.225,0.000,0.000,0.000,0.223,0.000,0.975,,0,1,0,1,"WindScar","",""
37.050,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.626,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.067,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.067,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.221,0.100,1.801,-1.800,0.221,0.000,0.000,0.000,0.219,0.000,0.976,,0,1,0,1,"WindScar","",""
37.067,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.628,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.083,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.083,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.217,0.100,1.801,-1.800,0.217,0.000,0.000,0.000,0.215,0.000,0.977,,0,1,0,1,"WindScar","",""
37.083,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.629,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.100,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.100,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.213,0.100,1.801,-1.800,0.213,0.000,0.000,0.000,0.212,0.000,0.977,,0,1,0,1,"WindScar","",""
37.100,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.630,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.117,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.117,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.209,0.100,1.801,-1.800,0.209,0.000,0.000,0.000,0.208,-0.000,0.978,,0,1,0,1,"WindScar","",""
37.117,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.631,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.133,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.133,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.205,0.100,1.801,-1.800,0.205,0.000,0.000,0.000,0.204,-0.000,0.979,,0,1,0,1,"WindScar","",""
37.133,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.633,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.150,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.150,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.201,0.100,1.801,-1.800,0.201,0.000,0.000,0.000,0.200,0.000,0.980,,0,1,0,1,"WindScar","",""
37.150,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.634,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.167,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.167,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.197,0.100,1.801,-1.800,0.197,0.000,0.000,0.000,0.196,0.000,0.981,,0,1,0,1,"WindScar","",""
37.167,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.635,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.183,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.183,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.193,0.100,1.801,-1.800,0.193,0.000,0.000,0.000,0.192,0.000,0.981,,0,1,0,1,"WindScar","",""
37.183,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.637,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.200,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.200,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.189,0.100,1.801,-1.800,0.189,0.000,0.000,0.000,0.188,-0.000,0.982,,0,1,0,1,"WindScar","",""
37.200,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.638,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.217,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.217,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.186,0.100,1.801,-1.800,0.186,0.000,0.000,0.000,0.184,0.000,0.983,,0,1,0,1,"WindScar","",""
37.217,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.639,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.233,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.233,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.182,0.100,1.801,-1.800,0.182,0.000,0.000,0.000,0.181,0.000,0.984,,0,1,0,1,"WindScar","",""
37.233,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.640,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.250,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.250,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.178,0.100,1.801,-1.800,0.178,0.000,0.000,0.000,0.177,-0.000,0.984,,0,1,0,1,"WindScar","",""
37.250,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.642,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.267,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.267,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.174,0.100,1.801,-1.800,0.174,0.000,0.000,0.000,0.173,0.000,0.985,,0,1,0,1,"WindScar","",""
37.267,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.643,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.283,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.283,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.170,0.100,1.801,-1.800,0.170,0.000,0.000,0.000,0.169,-0.000,0.986,,0,1,0,1,"WindScar","",""
37.283,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.644,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.300,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.300,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.166,0.100,1.801,-1.800,0.166,0.000,0.000,0.000,0.165,0.000,0.986,,0,1,0,1,"WindScar","",""
37.300,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.645,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.317,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.317,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.162,0.100,1.801,-1.800,0.162,0.000,0.000,0.000,0.161,-0.000,0.987,,0,1,0,1,"WindScar","",""
37.317,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.646,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.333,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.333,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.158,0.100,1.801,-1.800,0.158,0.000,0.000,0.000,0.157,-0.000,0.988,,0,1,0,1,"WindScar","",""
37.333,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.648,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.350,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.350,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.154,0.100,1.801,-1.800,0.154,0.000,0.000,0.000,0.153,0.000,0.988,,0,1,0,1,"WindScar","",""
37.350,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.649,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.367,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.367,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.150,0.100,1.801,-1.800,0.150,0.000,0.000,0.000,0.149,-0.000,0.989,,0,1,0,1,"WindScar","",""
37.367,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.650,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.383,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.383,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.146,0.100,1.801,-1.800,0.146,0.000,0.000,0.000,0.146,0.000,0.989,,0,1,0,1,"WindScar","",""
37.383,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.651,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.400,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.400,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.142,0.100,1.801,-1.800,0.142,0.000,0.000,0.000,0.142,-0.000,0.990,,0,1,0,1,"WindScar","",""
37.400,"FeudalForestScene","Yokai",0.000,0.002,-6.000,-0.187,0.000,1.652,-6.000,-0.187,0.000,0.000,0.000,-0.186,0.000,0.983,,0,0,1,1,"SwayBody","",""
37.417,"FeudalForestScene","Kagome",-1.400,0.008,1.400,1.880,-1.400,1.608,1.400,1.880,0.000,0.000,0.000,0.952,0.000,-0.305,,0,0,1,1,"SwayBody","",""
37.417,"FeudalForestScene","Inuyasha",0.100,0.021,-1.800,0.138,0.100,1.801,-1.800,0.138,0.000,0.000,0.000,0.138,0.000,0.990,,0,1,0,1,"WindScar","",""
